Country,Response_measure,date_start,date_end
Belgium,ClosHigh,3/13/2020,9/20/2020
Belgium,ClosHighPartial,9/21/2020,8/29/2021
Belgium,ClosPrim,3/13/2020,5/17/2020
Belgium,ClosPrim,11/12/2020,11/16/2020
Belgium,ClosPrim,3/29/2021,4/18/2021
Belgium,ClosPrimPartial,5/18/2020,6/8/2020
Belgium,ClosPubAny,3/13/2020,5/3/2020
Belgium,ClosPubAnyPartial,5/4/2020,NA
Belgium,ClosSec,3/13/2020,5/17/2020
Belgium,ClosSec,11/12/2020,11/15/2020
Belgium,ClosSec,3/29/2021,4/18/2021
Belgium,ClosSecPartial,5/18/2020,8/28/2020
Belgium,EntertainmentVenues,3/13/2020,5/17/2020
Belgium,EntertainmentVenues,11/2/2020,4/12/2021
Belgium,EntertainmentVenuesPartial,5/18/2020,11/1/2020
Belgium,EntertainmentVenuesPartial,4/13/2021,10/1/2021
Belgium,GymsSportsCentres,3/13/2020,5/3/2020
Belgium,GymsSportsCentresPartial,5/4/2020,7/1/2020
Belgium,GymsSportsCentresPartial,11/2/2020,NA
Belgium,IndoorOver1000,3/10/2020,3/17/2020
Belgium,IndoorOver500,7/1/2020,11/1/2020
Belgium,IndoorOver500,10/28/2021,NA
Belgium,MasksMandatoryAllSpacesPartial,5/4/2020,NA
Belgium,MasksVoluntaryAllSpaces,5/4/2020,7/10/2020
Belgium,MassGather50,11/2/2020,3/7/2021
Belgium,MassGather50Partial,5/1/2021,6/8/2021
Belgium,MassGatherAll,3/10/2020,3/17/2020
Belgium,MassGatherAll,7/1/2020,10/18/2020
Belgium,MassGatherAll,11/2/2020,3/7/2021
Belgium,MassGatherAll,10/28/2021,NA
Belgium,MassGatherAllPartial,10/19/2020,11/1/2020
Belgium,MassGatherAllPartial,5/1/2021,6/8/2021
Belgium,NonEssentialShops,3/13/2020,5/3/2020
Belgium,NonEssentialShops,11/2/2020,11/30/2020
Belgium,NonEssentialShopsPartial,5/4/2020,6/2/2020
Belgium,NonEssentialShopsPartial,10/19/2020,11/1/2020
Belgium,NonEssentialShopsPartial,12/1/2020,NA
Belgium,OutdoorOver500,7/1/2020,11/1/2020
Belgium,OutdoorOver500,10/28/2021,NA
Belgium,PlaceOfWorship,3/13/2020,6/7/2020
Belgium,PlaceOfWorshipPartial,6/8/2020,10/5/2020
Belgium,PlaceOfWorshipPartial,2/21/2021,NA
Belgium,PrivateGatheringRestrictions,3/18/2020,6/30/2020
Belgium,PrivateGatheringRestrictions,10/6/2020,3/7/2021
Belgium,PrivateGatheringRestrictions,3/20/2021,4/25/2021
Belgium,PrivateGatheringRestrictions,6/27/2021,9/1/2021
Belgium,PrivateGatheringRestrictionsPartial,3/8/2021,3/19/2021
Belgium,PrivateGatheringRestrictionsPartial,4/26/2021,6/26/2021
Belgium,PrivateGatheringRestrictionsPartial,11/20/2021,NA
Belgium,QuarantineForInternationalTravellers,7/1/2020,NA
Belgium,RegionalStayHomeOrderPartial,7/28/2020,8/26/2020
Belgium,RestaurantsCafes,3/13/2020,6/7/2020
Belgium,RestaurantsCafes,10/19/2020,4/25/2021
Belgium,RestaurantsCafesPartial,6/8/2020,10/18/2020
Belgium,RestaurantsCafesPartial,4/26/2021,9/1/2021
Belgium,RestaurantsCafesPartial,10/28/2021,NA
Belgium,SocialCircle,3/18/2020,6/8/2021
Belgium,StayHomeGenPartial,5/10/2020,8/31/2020
Belgium,StayHomeOrder,3/18/2020,5/9/2020
Belgium,StayHomeOrderPartial,10/16/2020,5/7/2021
Belgium,Teleworking,3/10/2020,6/7/2020
Belgium,Teleworking,10/19/2020,NA
Belgium,TeleworkingPartial,6/8/2020,10/18/2020
Bulgaria,AdaptationOfWorkplace,10/1/2020,4/30/2021
Bulgaria,BanOnAllEvents,3/8/2020,5/14/2020
Bulgaria,BanOnAllEventsPartial,5/15/2020,6/30/2020
Bulgaria,ClosDaycare,3/13/2020,5/21/2020
Bulgaria,ClosDaycare,11/27/2020,1/3/2021
Bulgaria,ClosDaycare,3/22/2021,3/31/2021
Bulgaria,ClosDaycarePartial,5/22/2020,6/14/2020
Bulgaria,ClosHigh,3/13/2020,5/31/2020
Bulgaria,ClosHighPartial,6/1/2020,5/31/2021
Bulgaria,ClosHighPartial,10/21/2021,NA
Bulgaria,ClosPrim,3/13/2020,9/14/2020
Bulgaria,ClosPrim,11/27/2020,1/3/2021
Bulgaria,ClosPrim,3/22/2021,3/31/2021
Bulgaria,ClosPrimPartial,10/21/2021,NA
Bulgaria,ClosPubAny,3/13/2020,5/17/2020
Bulgaria,ClosPubAnyPartial,5/18/2020,6/14/2020
Bulgaria,ClosPubAnyPartial,10/29/2020,NA
Bulgaria,ClosSec,3/13/2020,9/14/2020
Bulgaria,ClosSecPartial,10/29/2020,5/31/2021
Bulgaria,ClosSecPartial,10/21/2021,NA
Bulgaria,EntertainmentVenues,3/13/2020,5/17/2020
Bulgaria,EntertainmentVenuesPartial,11/14/2020,NA
Bulgaria,GymsSportsCentres,3/13/2020,5/17/2020
Bulgaria,GymsSportsCentres,3/22/2021,3/31/2021
Bulgaria,GymsSportsCentresPartial,5/18/2020,6/14/2020
Bulgaria,GymsSportsCentresPartial,11/27/2020,3/21/2021
Bulgaria,GymsSportsCentresPartial,4/1/2021,NA
Bulgaria,MasksMandatoryAllSpaces,3/30/2020,3/31/2020
Bulgaria,MasksMandatoryAllSpaces,4/12/2020,4/30/2020
Bulgaria,MasksMandatoryClosedSpaces,5/1/2020,NA
Bulgaria,MassGather50,3/8/2020,5/14/2020
Bulgaria,MassGather50Partial,5/15/2020,6/30/2020
Bulgaria,MassGatherAll,3/8/2020,3/12/2020
Bulgaria,MassGatherAllPartial,3/13/2020,6/30/2020
Bulgaria,NonEssentialShops,3/13/2020,5/17/2020
Bulgaria,NonEssentialShops,11/27/2020,1/31/2021
Bulgaria,NonEssentialShops,3/22/2021,3/31/2021
Bulgaria,NonEssentialShopsPartial,10/21/2021,NA
Bulgaria,PrivateGatheringRestrictions,3/8/2020,6/30/2020
Bulgaria,PrivateGatheringRestrictions,11/27/2020,5/31/2021
Bulgaria,PrivateGatheringRestrictions,9/7/2021,NA
Bulgaria,QuarantineForInternationalTravellers,3/17/2020,7/27/2020
Bulgaria,QuarantineForInternationalTravellers,8/1/2020,11/30/2020
Bulgaria,QuarantineForInternationalTravellersPartial,7/28/2020,7/31/2020
Bulgaria,QuarantineForInternationalTravellersPartial,12/1/2020,NA
Bulgaria,RestaurantsCafes,3/13/2020,5/31/2020
Bulgaria,RestaurantsCafes,11/27/2020,2/28/2021
Bulgaria,RestaurantsCafesPartial,10/29/2020,11/26/2020
Bulgaria,RestaurantsCafesPartial,3/1/2021,NA
Bulgaria,StayHomeGen,2/24/2020,3/11/2020
Bulgaria,Teleworking,3/13/2020,3/29/2020
Bulgaria,TeleworkingPartial,11/14/2020,4/30/2021
Bulgaria,TeleworkingPartial,8/20/2021,NA
Croatia,AdaptationOfWorkplacePartial,11/28/2020,NA
Croatia,BanOnAllEvents,3/19/2020,5/4/2020
Croatia,ClosDaycare,3/16/2020,5/10/2020
Croatia,ClosHigh,3/16/2020,6/17/2020
Croatia,ClosPrim,3/16/2020,5/10/2020
Croatia,ClosPrimPartial,5/11/2020,6/17/2020
Croatia,ClosPubAnyPartial,3/19/2020,NA
Croatia,ClosSec,3/16/2020,6/17/2020
Croatia,ClosureOfPublicTransport,3/22/2020,4/27/2020
Croatia,EntertainmentVenues,3/19/2020,5/28/2020
Croatia,EntertainmentVenuesPartial,11/28/2020,NA
Croatia,GymsSportsCentres,3/19/2020,5/11/2020
Croatia,GymsSportsCentres,11/28/2020,2/14/2021
Croatia,GymsSportsCentresPartial,2/15/2021,NA
Croatia,IndoorOver100,5/28/2021,11/5/2021
Croatia,IndoorOver50,5/5/2020,5/27/2021
Croatia,IndoorOver50,11/6/2021,NA
Croatia,MasksMandatoryAllSpaces,10/25/2020,7/2/2021
Croatia,MasksMandatoryAllSpacesPartial,7/3/2021,NA
Croatia,MasksMandatoryClosedSpaces,4/24/2020,10/24/2020
Croatia,MassGather50,3/19/2020,5/27/2021
Croatia,MassGather50Partial,11/6/2021,NA
Croatia,MassGatherAll,3/19/2020,5/27/2021
Croatia,MassGatherAllPartial,5/28/2021,NA
Croatia,NonEssentialShopsPartial,3/19/2020,5/11/2020
Croatia,OutdoorOver100,5/28/2021,NA
Croatia,OutdoorOver50,5/5/2020,10/26/2020
Croatia,OutdoorOver50,11/28/2020,5/27/2021
Croatia,PrivateGatheringRestrictions,3/20/2020,NA
Croatia,QuarantineForInternationalTravellersPartial,5/11/2020,NA
Croatia,RestaurantsCafes,3/19/2020,5/11/2020
Croatia,RestaurantsCafes,11/28/2020,2/28/2021
Croatia,RestaurantsCafesPartial,5/12/2020,11/27/2020
Croatia,RestaurantsCafesPartial,3/1/2021,NA
Croatia,StayHomeOrder,3/23/2020,5/10/2020
Croatia,StayHomeRiskG,3/3/2020,NA
Croatia,Teleworking,3/19/2020,5/27/2020
Croatia,TeleworkingPartial,11/28/2020,NA
Cyprus,BanOnAllEvents,3/10/2020,6/24/2020
Cyprus,BanOnAllEventsPartial,11/5/2020,5/16/2021
Cyprus,ClosDaycare,3/10/2020,6/9/2020
Cyprus,ClosHigh,3/10/2020,5/11/2020
Cyprus,ClosHigh,12/14/2020,5/9/2021
Cyprus,ClosHighPartial,9/3/2021,NA
Cyprus,ClosPrim,3/10/2020,5/21/2020
Cyprus,ClosPrim,1/10/2021,2/7/2021
Cyprus,ClosPubAny,3/13/2020,5/3/2020
Cyprus,ClosPubAnyPartial,5/4/2020,6/29/2020
Cyprus,ClosPubAnyPartial,11/5/2020,NA
Cyprus,ClosSec,3/10/2020,5/10/2020
Cyprus,ClosSec,12/14/2020,2/7/2021
Cyprus,ClosSecPartial,5/11/2020,5/21/2020
Cyprus,ClosSecPartial,2/8/2021,3/31/2021
Cyprus,ClosureOfPublicTransportPartial,10/30/2021,NA
Cyprus,EntertainmentVenues,3/16/2020,5/20/2020
Cyprus,EntertainmentVenues,12/11/2020,2/7/2021
Cyprus,EntertainmentVenues,4/26/2021,5/9/2021
Cyprus,EntertainmentVenuesPartial,5/21/2020,6/29/2020
Cyprus,EntertainmentVenuesPartial,2/8/2021,4/25/2021
Cyprus,EntertainmentVenuesPartial,5/10/2021,NA
Cyprus,GymsSportsCentres,3/13/2020,5/3/2020
Cyprus,GymsSportsCentres,1/8/2021,3/31/2021
Cyprus,GymsSportsCentres,4/26/2021,5/9/2021
Cyprus,GymsSportsCentresPartial,5/4/2020,6/13/2020
Cyprus,GymsSportsCentresPartial,5/10/2021,NA
Cyprus,HotelsOtherAccommodation,3/16/2020,5/3/2020
Cyprus,HotelsOtherAccommodationPartial,5/4/2020,6/9/2020
Cyprus,HotelsOtherAccommodationPartial,5/17/2021,7/19/2021
Cyprus,IndoorOver100,7/12/2020,11/4/2020
Cyprus,IndoorOver50,6/25/2020,7/11/2020
Cyprus,MasksMandatoryAllSpaces,11/5/2020,NA
Cyprus,MasksMandatoryClosedSpaces,5/4/2020,11/4/2020
Cyprus,MassGather50,3/10/2020,7/11/2020
Cyprus,MassGather50Partial,11/5/2020,5/16/2021
Cyprus,MassGatherAll,3/10/2020,11/4/2020
Cyprus,MassGatherAllPartial,11/5/2020,5/16/2021
Cyprus,NonEssentialShops,3/16/2020,5/3/2020
Cyprus,NonEssentialShops,4/26/2021,5/9/2021
Cyprus,NonEssentialShopsPartial,5/4/2020,6/9/2020
Cyprus,NonEssentialShopsPartial,12/11/2020,2/7/2021
Cyprus,NonEssentialShopsPartial,5/10/2021,NA
Cyprus,OutdoorOver100,7/12/2020,11/4/2020
Cyprus,OutdoorOver50,6/25/2020,7/11/2020
Cyprus,PlaceOfWorship,3/16/2020,5/3/2020
Cyprus,PlaceOfWorshipPartial,5/4/2020,6/1/2020
Cyprus,PlaceOfWorshipPartial,2/8/2021,NA
Cyprus,PrivateGatheringRestrictions,3/31/2020,5/3/2020
Cyprus,PrivateGatheringRestrictions,11/5/2020,2/7/2021
Cyprus,PrivateGatheringRestrictions,4/26/2021,5/28/2021
Cyprus,PrivateGatheringRestrictionsPartial,2/8/2021,4/25/2021
Cyprus,PrivateGatheringRestrictionsPartial,5/29/2021,NA
Cyprus,QuarantineForInternationalTravellers,6/30/2020,5/9/2021
Cyprus,QuarantineForInternationalTravellersPartial,5/10/2021,NA
Cyprus,RestaurantsCafes,3/16/2020,5/20/2020
Cyprus,RestaurantsCafes,12/11/2020,3/14/2021
Cyprus,RestaurantsCafes,4/26/2021,5/9/2021
Cyprus,RestaurantsCafesPartial,5/21/2020,6/9/2020
Cyprus,RestaurantsCafesPartial,11/5/2020,12/10/2020
Cyprus,RestaurantsCafesPartial,3/15/2021,4/25/2021
Cyprus,RestaurantsCafesPartial,5/10/2021,NA
Cyprus,StayHomeOrder,3/24/2020,5/3/2020
Cyprus,StayHomeOrder,1/10/2021,5/9/2021
Cyprus,StayHomeOrderPartial,5/4/2020,5/21/2020
Cyprus,StayHomeOrderPartial,10/23/2020,1/9/2021
Cyprus,StayHomeOrderPartial,5/10/2021,6/9/2021
Cyprus,TeleworkingPartial,1/8/2021,NA
Cyprus,WorkplaceClosures,3/16/2020,4/14/2020
Cyprus,WorkplaceClosuresPartial,4/15/2020,6/29/2020
Czechia,AdaptationOfWorkplace,3/24/2020,5/11/2020
Czechia,AdaptationOfWorkplace,12/27/2020,NA
Czechia,BanOnAllEvents,10/22/2020,12/3/2020
Czechia,BanOnAllEvents,12/18/2020,5/16/2021
Czechia,ClosDaycare,3/11/2020,5/11/2020
Czechia,ClosDaycare,3/1/2021,4/11/2021
Czechia,ClosHigh,3/11/2020,5/10/2020
Czechia,ClosHigh,10/14/2020,5/23/2021
Czechia,ClosHighPartial,5/11/2020,8/31/2020
Czechia,ClosHighPartial,11/22/2021,NA
Czechia,ClosPrim,3/11/2020,5/10/2020
Czechia,ClosPrim,10/14/2020,11/17/2020
Czechia,ClosPrim,12/21/2020,4/11/2021
Czechia,ClosPrimPartial,5/11/2020,8/31/2020
Czechia,ClosPrimPartial,11/18/2020,11/29/2020
Czechia,ClosPrimPartial,4/12/2021,5/16/2021
Czechia,ClosPubAny,3/16/2020,4/23/2020
Czechia,ClosPubAny,10/14/2020,11/17/2020
Czechia,ClosPubAnyPartial,3/10/2020,3/15/2020
Czechia,ClosPubAnyPartial,4/24/2020,10/13/2020
Czechia,ClosPubAnyPartial,11/18/2020,NA
Czechia,ClosSec,3/11/2020,6/7/2020
Czechia,ClosSec,10/14/2020,12/6/2020
Czechia,ClosSec,12/21/2020,5/23/2021
Czechia,ClosSecPartial,6/8/2020,8/31/2020
Czechia,ClosSecPartial,12/7/2020,12/20/2020
Czechia,ClosSecPartial,5/24/2021,8/31/2021
Czechia,EntertainmentVenues,3/16/2020,5/10/2020
Czechia,EntertainmentVenues,10/14/2020,12/2/2020
Czechia,EntertainmentVenues,12/18/2020,4/11/2021
Czechia,EntertainmentVenuesPartial,3/13/2020,3/15/2020
Czechia,EntertainmentVenuesPartial,5/11/2020,8/31/2020
Czechia,EntertainmentVenuesPartial,10/5/2020,10/13/2020
Czechia,EntertainmentVenuesPartial,12/3/2020,12/17/2020
Czechia,EntertainmentVenuesPartial,4/12/2021,NA
Czechia,GymsSportsCentres,3/13/2020,4/26/2020
Czechia,GymsSportsCentres,10/14/2020,12/2/2020
Czechia,GymsSportsCentres,12/18/2020,5/16/2021
Czechia,GymsSportsCentresPartial,4/27/2020,10/13/2020
Czechia,GymsSportsCentresPartial,12/3/2020,12/17/2020
Czechia,GymsSportsCentresPartial,5/17/2021,9/30/2021
Czechia,HotelsOtherAccommodation,3/16/2020,5/25/2020
Czechia,HotelsOtherAccommodation,10/22/2020,12/3/2020
Czechia,HotelsOtherAccommodation,12/18/2020,5/23/2021
Czechia,HotelsOtherAccommodationPartial,5/24/2021,6/8/2021
Czechia,IndoorOver100,3/4/2020,3/12/2020
Czechia,IndoorOver100,5/11/2020,5/25/2020
Czechia,IndoorOver1000,6/22/2020,8/31/2020
Czechia,IndoorOver1000,6/26/2021,NA
Czechia,IndoorOver50,5/24/2021,6/7/2021
Czechia,IndoorOver500,5/26/2020,6/21/2020
Czechia,IndoorOver500,9/1/2020,10/5/2020
Czechia,IndoorOver500,6/8/2021,6/25/2021
Czechia,MasksMandatoryAllSpaces,3/19/2020,7/24/2020
Czechia,MasksMandatoryAllSpaces,9/1/2020,NA
Czechia,MasksMandatoryAllSpacesPartial,7/25/2020,8/31/2020
Czechia,MassGather50,10/22/2020,6/7/2021
Czechia,MassGatherAll,3/4/2020,3/12/2020
Czechia,MassGatherAll,5/11/2020,10/5/2020
Czechia,MassGatherAll,10/22/2020,NA
Czechia,NonEssentialShops,3/14/2020,5/11/2020
Czechia,NonEssentialShops,10/22/2020,12/2/2020
Czechia,NonEssentialShops,12/27/2020,5/10/2021
Czechia,NonEssentialShopsPartial,12/3/2020,12/26/2020
Czechia,OutdoorOver100,5/11/2020,5/25/2020
Czechia,OutdoorOver100,5/24/2021,6/7/2021
Czechia,OutdoorOver1000,6/22/2020,10/5/2020
Czechia,OutdoorOver1000,6/26/2021,NA
Czechia,OutdoorOver50,12/4/2020,12/17/2020
Czechia,OutdoorOver50,5/17/2021,5/23/2021
Czechia,OutdoorOver500,5/26/2020,6/21/2020
Czechia,OutdoorOver500,6/8/2021,6/25/2021
Czechia,PlaceOfWorship,3/16/2020,4/23/2020
Czechia,PlaceOfWorship,10/14/2020,11/17/2020
Czechia,PlaceOfWorshipPartial,3/10/2020,3/15/2020
Czechia,PlaceOfWorshipPartial,4/24/2020,10/13/2020
Czechia,PlaceOfWorshipPartial,11/18/2020,NA
Czechia,PrivateGatheringRestrictions,3/12/2020,5/11/2020
Czechia,PrivateGatheringRestrictions,10/5/2020,12/2/2020
Czechia,PrivateGatheringRestrictions,12/27/2020,5/9/2021
Czechia,PrivateGatheringRestrictionsPartial,12/3/2020,12/26/2020
Czechia,PrivateGatheringRestrictionsPartial,5/10/2021,NA
Czechia,QuarantineForInternationalTravellers,3/13/2020,6/30/2020
Czechia,QuarantineForInternationalTravellers,7/1/2021,NA
Czechia,RestaurantsCafes,3/14/2020,5/10/2020
Czechia,RestaurantsCafes,10/14/2020,12/2/2020
Czechia,RestaurantsCafes,12/18/2020,5/16/2021
Czechia,RestaurantsCafesPartial,5/11/2020,6/8/2020
Czechia,RestaurantsCafesPartial,12/3/2020,12/17/2020
Czechia,RestaurantsCafesPartial,5/17/2021,NA
Czechia,StayHomeOrder,3/16/2020,4/24/2020
Czechia,StayHomeOrder,10/22/2020,11/3/2020
Czechia,StayHomeOrderPartial,11/4/2020,12/3/2020
Czechia,StayHomeOrderPartial,12/18/2020,4/11/2021
Czechia,Teleworking,10/22/2020,NA
Denmark,AdaptationOfWorkplace,5/8/2020,5/19/2020
Denmark,AdaptationOfWorkplacePartial,5/20/2020,NA
Denmark,BanOnAllEvents,10/26/2020,4/5/2021
Denmark,ClosDaycare,3/16/2020,4/15/2020
Denmark,ClosHigh,3/16/2020,7/31/2020
Denmark,ClosHigh,12/16/2020,2/28/2021
Denmark,ClosHighPartial,4/6/2021,6/13/2021
Denmark,ClosPrim,3/16/2020,4/15/2020
Denmark,ClosPrim,12/21/2020,1/3/2021
Denmark,ClosPrim,1/5/2021,2/7/2021
Denmark,ClosPubAny,4/28/2020,5/17/2020
Denmark,ClosPubAny,12/16/2020,4/12/2021
Denmark,ClosPubAnyPartial,3/11/2020,4/27/2020
Denmark,ClosPubAnyPartial,5/18/2020,12/15/2020
Denmark,ClosPubAnyPartial,4/13/2021,9/9/2021
Denmark,ClosSec,3/16/2020,5/18/2020
Denmark,ClosSec,12/16/2020,2/28/2021
Denmark,ClosSecPartial,4/6/2021,5/20/2021
Denmark,EntertainmentVenues,3/18/2020,6/8/2020
Denmark,EntertainmentVenues,12/16/2020,5/20/2021
Denmark,EntertainmentVenuesPartial,5/21/2021,9/9/2021
Denmark,GymsSportsCentres,3/18/2020,6/8/2020
Denmark,GymsSportsCentres,12/16/2020,4/20/2021
Denmark,GymsSportsCentresPartial,4/21/2021,8/31/2021
Denmark,IndoorOver100,6/11/2021,6/30/2021
Denmark,IndoorOver50,3/18/2020,6/14/2020
Denmark,IndoorOver50,5/21/2021,6/10/2021
Denmark,IndoorOver500,6/15/2020,10/25/2020
Denmark,IndoorOver500,7/1/2021,7/31/2021
Denmark,MasksMandatoryClosedSpaces,8/22/2020,6/13/2021
Denmark,MasksMandatoryClosedSpacesPartial,6/14/2021,NA
Denmark,MasksVoluntaryAllSpacesPartial,7/9/2020,NA
Denmark,MassGather50,3/18/2020,6/14/2020
Denmark,MassGather50,10/26/2020,4/5/2021
Denmark,MassGather50,5/6/2021,6/10/2021
Denmark,MassGatherAll,3/18/2020,6/14/2020
Denmark,MassGatherAll,6/11/2021,7/31/2021
Denmark,MassGatherAllPartial,6/15/2020,6/10/2021
Denmark,NonEssentialShops,4/28/2020,5/10/2020
Denmark,NonEssentialShops,12/16/2020,2/28/2021
Denmark,NonEssentialShops,4/6/2021,4/12/2021
Denmark,NonEssentialShopsPartial,3/11/2020,4/27/2020
Denmark,NonEssentialShopsPartial,4/13/2021,4/20/2021
Denmark,OutdoorOver100,9/5/2020,10/25/2020
Denmark,OutdoorOver100,4/6/2021,5/5/2021
Denmark,OutdoorOver100,5/21/2021,6/10/2021
Denmark,OutdoorOver50,3/18/2020,4/20/2020
Denmark,OutdoorOver50,5/6/2021,5/20/2021
Denmark,OutdoorOver500,4/21/2020,9/4/2020
Denmark,PlaceOfWorship,3/18/2020,5/18/2020
Denmark,PrivateGatheringRestrictions,3/18/2020,6/14/2020
Denmark,PrivateGatheringRestrictions,10/26/2020,7/5/2021
Denmark,QuarantineForInternationalTravellers,3/18/2020,3/30/2020
Denmark,RestaurantsCafes,3/18/2020,5/17/2020
Denmark,RestaurantsCafes,12/16/2020,4/20/2021
Denmark,RestaurantsCafesPartial,5/18/2020,12/15/2020
Denmark,RestaurantsCafesPartial,4/21/2021,8/31/2021
Denmark,StayHomeRiskG,3/14/2020,NA
Denmark,Teleworking,3/13/2020,6/14/2020
Denmark,Teleworking,12/16/2020,5/20/2021
Denmark,TeleworkingPartial,6/15/2020,12/15/2020
Denmark,TeleworkingPartial,5/21/2021,7/31/2021
Denmark,WorkplaceClosures,3/13/2020,5/10/2020
Estonia,AdaptationOfWorkplacePartial,3/16/2020,NA
Estonia,BanOnAllEventsPartial,3/3/2021,5/2/2021
Estonia,ClosDaycarePartial,3/11/2021,5/2/2021
Estonia,ClosHigh,3/16/2020,5/17/2020
Estonia,ClosHigh,12/14/2020,12/31/2020
Estonia,ClosHigh,3/1/2021,5/16/2021
Estonia,ClosPrim,3/16/2020,5/17/2020
Estonia,ClosPrim,12/14/2020,12/31/2020
Estonia,ClosPrim,3/11/2021,5/2/2021
Estonia,ClosPubAny,3/12/2020,5/16/2020
Estonia,ClosPubAnyPartial,5/17/2020,7/1/2020
Estonia,ClosPubAnyPartial,8/19/2020,6/22/2021
Estonia,ClosPubAnyPartial,8/9/2021,NA
